comment_id;comment_text;Sub1_Toxic;Sub2_Engaging;Sub3_FactClaiming;fold
607;"Nein ! ... diese TÜRKIN * hat sich #EXTREMST daneben benommen , wie es sich jeder (nochmal) online anschauen kann ! ... Äusserst 💥#AGRESSIV !!! 💥 ... anderen ständig ins Wort - fallend ... Der ihre Meinung zählt ... wer ihr widerspricht wird sofort 💥 #ANGEGRIFFEN ! 💥 ... und vieles mehr ! ⚠ ... zusammengefasst ist diese TÜRKIN * ein Paradebeispiel #GESCHEITETER ! ⛔ Integration !⚠ ... wie es jeder sehen konnte !!! ... Danke @ ARD , dass ihr Millionen Zuschauern diese ""Person"" SO dargestellt habt , wie sie in Wirklichkeit ist ➡ #UNERTRÄGLICH ! ⚠ (*Türkische Wurzeln)";1;1;1;3
2757;Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!;0;0;0;3
2577;@MEDIUM ARD und ZDF boykottiert seit Wochen die Opposition in allen Talkshows und systematisch in Interviews zu allen Sachfragen. Das ist empirisch nachweisbar und das wissen diese Leute auch. Grüne denen permanent die Bühne gegeben wird, sind keine Opposition!;0;0;1;3
852;"@USER: Ich lache mich schlapp. Bei deinem Post fehlt der Hinweis ""Ironie off"".";0;0;1;3
2307;@USER mich hat man schon beim FB deshalb für 30 Tage gesperrt😉;0;0;1;3
1735;@USER wo bitte wird Ihnen die Freiheit genommen über Ihr Leben zu bestimmen? Eigentlich ist es genau das Gegenteil. Sie werden über dieses Gesetz dazu angeregt sich Gedanken zu machen.;0;1;0;3
2675;@USER .Von wem;0;0;0;3
2141;Hallo, könnt ihr nicht denken? 2 Millionen Flüchtlinge und jährlich ca. 500.000. Wir steuern ins Chaos! Bereits 2015 hatten schon über 800.000 Menschen keine Wohnung. Wir KÖNNEN gar nicht so viel Wohnraum schaffen wie neue Bürger ins Land kommen. LOGIK!;1;0;1;3
1767;@USER Die Spender sind nicht Tot ...Sie liegen im Sterben .Diesen Sterbeprozess sollte man repektieren.Niemand hat ein Recht auf meine Organe wenn ich nicht zustimme;0;0;1;3
507;@USER Dann hätte der Osten Lafontaine und nicht Kohl wählen dürfen, dann wäre die Landung sanfter gewesen.;0;1;1;3
699;Die Politik hat den Weg vorgegeben und diese reiben sich jetzt verwundert die Augen. Genauso stelle ich mir Politik vor. DANKE.;0;1;1;3
885;auf dem Land kosten Häuser 40-60 000 Euro wenns blöd her geht.;0;0;1;3
303;grüne Quotenhexe mit dabei - dafür ohne die stärkste Oppositionspartei #ichbinhier;1;0;0;3
1286;Nicht zu vergessen ,wo kommt der Strom her ? Atom weg. Braunkohle bald weg. Heute war es Windstill ,auch wenig Strom. Im Winter ist nix mit Solarstrom. Ach ja der kommt ja dann aus dem Ausland .;0;1;1;3
2140;Die sollen Menschen einladen die damit was zu tun haben eingezahlt und trotzdem nicht ausreichend leben können;1;0;0;3
3122;@USER in eurer verzweifelten Wut stürzt ihr euch auf alles, hä ?;1;0;0;3
1550;Toll wo er schon überall war und was er Alles schon gesehen hat, er findet sich sicher auch richtig gut wenn er mit gerunzelter Stirn seine damaligen Wahrnehmung versucht zu übermitteln. Er ist und bleibt ein arroganter, selbstverliebter Dummschwätzer!;1;0;0;3
3167;Grün. Bäh;1;0;0;3
1210;@MEDIUM ! Sie haben wahrscheinlich das falsche Ehepaar eingeladen. Sind beide Gutverdiener. Da kann locker einer mal zuhause bleiben, während der andere arbeitet.;0;1;0;3
835;"Werte Fr. Generalsekretärin Nicole Beer, gegen Wohnungsnot und hohe Mieten hilft eine Novellierung der Besteuerung und des Erbrechts, besonders dann—wenn es um den knappen Produktionsfaktor ""Boden"" geht—um dann in der Konsequenz schneller und günstiger bauen zu können. Das sehen sogar viele wirtschaftsliberale Freigeister so.";0;1;1;3
1524;Absolut richtig. Ihr Beitrag trifft den Sachverhalt genau.;0;1;0;3
1754;Ich hoffe ich war nach ihrer Meinung respektvoll.;0;0;0;3
2898;@MEDIUM, was meinen Sie, wie es auf Menschen wirkt, die tagtäglich aus rassistischen, homophoben, antisemitischen, antiziganistischen oder behindertenfeindlichen Motiven heraus angegriffen werden, wenn ein Vertreter genau jener Partei, die solche völkischen Angriffe befördert, bei Ihnen in der Sendung Gehör findet? Haben Sie sich einmal überlegt, was Sie diesen Menschen damit antun?;0;0;0;3
588;@USER stimmt, Ihr Vater wurde hergebeten. Dass Menschen denken, andere als „Gastarbeiter“ hin- und herschieben zu können, ist eine Grausamkeit. Also: gut, dass sie nicht, wie geplant, wieder gehen mussten. Man kann Menschen nicht einmal irgendwo hinlassen oder -schicken oder verpflanzen und es dann alles wieder rückgängig machen wollen. Ihre Heimat ist n a t ü r l i c h hier. Und wenn Ihr Vater sich auch heimisch fühlt und heimisch fühlen konnte: prima! Niemand kann jemand anderem seine Heimat absprechen. Und niemand sollte die Menschen um ihn herum als „Köterrasse“ bezeichnen.;0;1;1;3
476;Wer ist das ? Ein Nichts unter Millionen.;0;0;0;3
1948;@USER Wenn Sie Sekte mit Gemeinwohldenken verwechseln, dann vielleicht! Dass mich Menschen nicht ernst nehmen, die rein materiell eingestellt sind, bin ich gewohnt. Ist nichts Neues. Daher haben wir heute aber auch die Welt, die wir haben! Diese Leute stehen sich alle selbst im Weg, die eine bessere Welt wünschen aber über Leichen gehen.;0;0;0;3
2821;@USER Sie sollten vielleicht Ihre Postings nochmal lesen;0;0;0;3
596;@USER Da Aus Düsseldorf war der liebe Jung.;0;0;1;3
1226;@MEDIUM Die Sendung heißt doch hart?!;0;0;0;3
2286;@USER Nein war 15 Jahre für diesen Verein tätig und es ist ne Stichprobe in einer ganz bestimmten Gegend.. Sie haben ja keine Ahnung .;1;0;0;3
1869;@USER Ich habe damit überhaupt kein Problem;0;0;0;3
1752;Ich finde nicht, dass das ein Eingriff in die Selbstbestimmung ist. Im Gegenteil! Es zwingt einen dazu über sich selbst zu bestimmen wenn man keine Organe will. Also selbstbestimmter geht es fast schon nicht mehr.;0;1;0;3
14;Aber eure Generation waren die schlimmsten Verbrecher was Umweltschutz angeht. Vielleicht sollte dafür jetzt auch die Konsequenzen gezogen werden indem man eine Öko-Steuer auf die Renten setzt. 5-10% der Brutto-Rente wäre da schon angebracht. Oder sollen dafür Ihre Enkel und Urenkel aufkommen?;1;1;0;3
1370;Wer jetzt schnell ist und bekannt wird wie Greta und Luisa, hat aber schon mal seine berufliche Zukunft gesichert...🤣;1;0;0;3
2796;@USER Demokratie;0;0;0;3
360;Also sie bestimmt auf du und du mit Erdo...;0;0;1;3
953;@USER Ja ja genau es ist egal wer was bezahlt...;0;0;1;3
2423;@USER ich habe so einen guten Optiker. Vielleicht lasse ich die Brille dann weg.;0;0;0;3
830;Nein, hilft es eben nicht. Natürlich muss man bauen, aber die Mieten werden dadurch nicht günstiger. Wenn Großkonzerne wie Venovia Milliarden Gewinne machen und das jährlich immer mehr, die Mieten immer weizlter steigen, macht das keinen Sinn. Die FDP will solche Unternehmen fördern, nicht den Mieter entlasten. Eine flächendeckende Mietpreisbemse, ohne Ausnahmen, ohne versteckte Erhöhungen muss her.;0;1;1;3
1068;Und dann fängt wieder diese unsägliche Mindestlohn Debatte an! Einfach mal auf den Lohnzettel schauen was übrig bleibt nachdem der Staat sich bedient hat!;0;0;1;3
461;@USER stimmt aber hat mit meinem Kommentar nichts zu tun sie zurückgebliebene;1;0;0;3
329;Weil manche Politiker unbedingt Migranten brauchen, um sich dann medial betroffen zu zeigen und irgendwas zu fordern um die vermeintlich benachteiligte Minderheit zu fördern. Zuviele Leute leben davon, da darf der hilflose Migrant nicht Mangelware werden, da müssen notfalls auch die Deutschen zum Migranten werden.;1;1;0;3
1761;@USER bemühen.... am besten den widerspruch auf das gesäß tätowieren lassen....;0;0;0;3
2121;Ich muss dabei z. B. an Sylt denken... W A H N S I N N! Oder London.... Man könnte weiter aufzählen... Es geht nicht mehr ums Wohnen. Das ist so schrecklich..;0;0;0;3
2867;@USER, in einer Gemeinschaftskundeklausur der Sekundarstufe II würden Sie mit solch einer Aussage gerichtsfest durchfallen - an der Uni im Fachbereich Politikwissenschaft ebenso.;0;0;0;3
133;""" Sie können ja gern einen Wirtschaftsflüchtling "" Wie ist deine Meinung zum Economic Partnership Agreemet?";0;0;0;3
2515;Streiten wir ? Sagen wir einfach ,nur unsere Meinung,was uns betrifft, ich gehe jeder Zeit taktvoll, im Respekt mit anderen Menschen um,ich verletze nicht,was ich mir auch im Umgang mit jedem wünsche!;0;1;0;3
2196;Er sagt die Wahrheit und die Anderen kucken doof weil Sie erwisch worden sind das Sie nichts sagen.;0;0;0;3
171;😴;0;0;0;3
2002;Wo ist der Sinn der gefühlt hundersten Talkshow zum Thema Brexit mit irgendwelchen nicht in den Brexit involvierten Leuten?;0;0;0;3
1169;Der WDR und seine Praktikanten..;1;0;0;3
2103;@MEDIUM aber doch nicht von einer Regierung die kaum noch am leben ist....😠;1;0;0;3
252;"BKA - Bericht 2018 ( kann jeder recherchieren ! ) : JEDEN Tag ca. 400 ⚠ ""Einzelfälle"" in 🇩🇪 ! ... TÄTER : Menschen, die in Deutschland eine neue #HEIMAT suchen ! ⚠";1;1;1;3
3164;Mir könnte niemand so viel Haß einreden dass ich einen Menschen auch nur schlagen geschweige denn töten würde. Warum? Weil mich meine Eltern nicht zu Haß und Gewalt erzogen haben und weil es niemand wert ist dass ich für mein strafbares Handeln bestraft werde.;0;1;0;3
3241;@USER.aha .Mal abwarten kommt bei uns auch .Firmen entlassen gerade sehr viele Mitarbeiter. Und wenn man die Presse beschneidet ist das auch gut denn die verheimlichen viel und verdrehen alles .Siehe Mallorca. Noch Fragen;1;0;1;3
255;dem #HETZER Stefan Voß ist dieses #GESCHLAGENE Kind (aktueller Fall) völlig EGAL ! ⛔ der ALTE Mann hat ja keine Kinder ! ⚠ Er #HETZT lieber gegen Deutsche ! ⚠ 🔻🔻🔻🔻🔻🔻 https://www.nrz.de/staedte/essen/raeuber-ueberfaellt-und-schlaegt-achtjaehrigen-auf-schulweg-id216492199.html;1;1;1;3
1704;@USER Das sind diese Argumente,meist in einer sehr fordernden Art vorgetragen, die mich u.a. zu der obigen Entscheidung bewogen haben.Bei allem.Respekt für fremdes Leid, es gibt kein Recht auf die Organe anderer Menschen. Und da steht auch ganz klar:ich möchte kein Organ gespendet bekommen.Punkt.;0;0;0;3
1347;und alle Deutschen Politiker lassen sich in den Regionen abbilden..super, und Lanz der Retter der Erde..;1;0;1;3
873;kleine Wohnungen sind doch auch teurer? da sie mehr nachgefragt werden.;0;1;1;3
2410;@USER haben die etwas gegen Kurden ?;0;0;0;3
450;Ihr regt euch über erdo auf aber wählt seit 18 jahren die merkel buhahahahahhaha🤦‍♂️ ey dieses land hat sich echt zum negativen entwickelt.. nur noch Dummschwätzer und hasserfüllte hetzer... 👊👊👊 bitte spart euch euer : dann geh doch wenns dir nicht passt gelaber... werde ich machen nachdem ich meine Immobilien verkauft habe . Kein Angst 👍;1;0;0;3
1126;Wie ticken die heutigen Politiker mit ihren Beratern?;0;0;0;3
2576;Hetze des Moderators, Dauerpropaganda für die deutschlandfeindlichen Grünen. Leute fällt nicht drauf rein. Wir hatten solchen Staatsfunk schon zweimal und es endete immer in der Katastrophe;1;0;0;3
160;@USER, und was möchtest du nun genau? Wieder DDR? Eine Mauer, die dich vor den bösen Strömungen der bösen Welt beschützt? Aber harte Westwährung nimmst du trotzdem, nicht wahr?;1;0;0;3
2538;Das haben Sie gerade vorgeführt bekommen. Eine Grüne, die sich zwar sympathisch, aber um Kopf und Kragen geredet hat und dann die Urlauber. Vielleicht noch Klamotten von kick an, in Bangladesch gefertigt. Das sind Sekten-Mitglieder!;1;0;0;3
3056;Es geht doch nicht darum , irgendetwas gegeneinander aufzurechnen. Jetzt zu diesem Zeitpunkt geht es um die Gefahr von rechts.;0;0;1;3
2971;@USER Oh schau... 😂😂😂;0;0;0;3
856;Sozialer Wohnungsbau ist nicht sehr einträglich, wenn es privatisiert ist. Da alles Privatisiert ist, wundert es nicht, dass es keinen sozial verträglichen Wohnraum geben kann. Das Bundesvermögensamt hat ein Großteil seiner Immobilien modernisiert und Verkauft. Ich frage mich an dieser Stelle eher, was kann ein Architekt in diesem Thema leisten? An sich geht es einem doch einfach nur auf den Keks. Alle quatschen, nichts passiert. Schaut euch die Anstalt zu diesem Thema an, dann versteht man, dass auch diese Montag bei HaF eine reine Laberveranstaltung sein wird, die keinen weiter bringt, außer den Puls des Zuschauers und die Selbstdarstellung der Gäste und des Moderators, dessen Firma nebenbei dieses Format im Auftrag des ÖR- Rundfunks produziert.;0;1;1;3
2265;… er liegt mit Grippe im Bett.;0;0;1;3
1750;Man, Baerbock...Du hast‘s leider immer noch nicht kapiert 🙈 Kannst nur hoffen, daß Du nie ein Spenderorgan brauchst...oder hast Du für diesen Fall Beziehungen? 👎;1;0;0;3
437;@USER die meisten achten euch nicht ? Ihr ? Danke und ciao;0;0;0;3
2737;Und der Alltagsterror unserer dankbaren Neubürger?;1;0;0;3
245;Thema ist ausgesucht um Quote zu machen;1;0;1;3
1698;@USER über meinen auch nicht und jetzt erst recht;0;0;0;3
2367;"DANKE für Antwort - Noch 2 Bemerkungen: Titanic-Kapitän geht nicht von Bord; Andrea Nahles bleibt - o d e r - SPD wird mit ""alten weißen Männern"" wieder wählbar ( Die jungen Grünen kann die SPD nicht überholen: Bärbock und Habeck sind unübertroffen ""geil"". (Bis heute abend. 👩‍❤️‍👩)";0;1;1;3
2446;"@MEDIUM, haben Sie den Eindruck von der Kanzlerin, dass sie einen Plan in Sachen ""Pflege"" hat? Ich jedenfalls nicht. Sehen Sie nun den Bezug zum Thema? 😉";0;0;0;3
1589;@USER im Unterschied zu Ihnen ein sehr höflicher Mensch!;0;0;0;3
308;Ich habe keine Heimat habe nirgends lang genug gewohnt am längsten in West Berlin 2o Jahre;0;1;0;3
1265;Wir brauchen keine Moralapostel und Prediger der Medienwelt, sondern wahre Vordenker und Visionäre und die fehlen mir bei der ganzen Aktion.;1;0;0;3
1036;@USER und die CDU?????;1;0;0;3
2668;@USER .Das waren ja Vögel am Flughafen;0;0;0;3
141;"""Die wollen einfach nur herholen, herholen, herholen, "" Nein! Siehe Fluchtursachen bekämpfen.";0;1;1;3
2800;@USER 'verbannt werden' in einer Demokratie???;0;0;0;3
1605;"@MEDIUM, ja nicht ""Wasser predigen, aber Champagner saufen""!!";1;0;0;3
1487;@USER dann aber wieder Linksverkehr, es wäre wegen dem ziehen von dem Säbel...🤔🤔🤫🤫;1;0;0;3
1840;wie oft wird da noch besprochen, sehr umständlich wie alles in Deutschland.;0;0;0;3
1769;@USER Verbrennen ist mir lieber;1;0;0;3
1835;@USER , das ist schön. Deshalb sind die Spender immer noch nicht das Problem und werden es auch nicht werden. 80 Prozent der potenziellen Spender würden zur Spende zur Verfügung stehen. Das Problem sind die Kliniken, welche Organverfügbarkeit nicht melden. Da sollte man alle Energie hineinstecken ...;0;0;1;3
2630;"Keine Argumente gegen die Grünen?! Das ist lustig. Es sind Kryptokommunisten. Reicht das nicht? ;-)";1;0;0;3
2124;@USER 😂😂😂😂 du machst Spaß 🤣🤣🤣🤣 Super 🤣🤣🤣🤣 man hätte dich fast für voll nehmen können 😂😂😂 hahaha Die Jotta-Bibel gelesen? ... HAHAHA 😂😂;1;0;0;3
162;@USER, warum leben Senioren in Altersheimen? Weil die Kinder sich nicht mehr um sie kümmern? Warum machen das die Kinder nicht mehr? Haben am Ende die Senioren selbst Fehler in der Erziehung ihrer Kinder gemacht?;0;0;0;3
822;Einfach die Baukosten politisch noch mehr in die Höhe treiben, dann klappt es auch mit günstigen Wohnraum 👍;0;0;0;3
1803;@USER aber ja, oder wofür bekommen die jeden monat geld von mir??;0;0;0;3
109;"Die Spanne zwischen ""arm"" und ""reich"" geht immer weiter auseinander und einige glauben, dass das alles hart erarbeitet ist? Durch Lohndumping, Steuervorteile bei Bankgeschäften, Steuerschlupflöcher..... ist das erst in dem Maße möglich. Der Großteil der Reichen Erben gehen nicht arbeiten, weil sie von dem Geerbten Leben und trotzdem wird das Geld immer mehr. Das liegt daran, dass Arbeit wesentlich höher besteuert wird, als Kapitalanlagen. Niemand will Reichtum verbieten, es geht lediglich darum, dass man Probleme lösen muss und das geht nur durch eine Umverteilung. Der Weg ist unumgänglich.";0;1;1;3
2281;AFD ....Die EINZIGE CHANCE die WIR noch Haben !!!!! sonst bin ich weg . Denkt doch mal nach . da ist kein Rassismus drin sondern NUR Mathematik. Wir werden das selbe Schicksal erleiden wie die Türkei oder Ägypten oder die anderen 54 Länder der Welt. Was denkt Ihr denn wie die insgesamt 56 Länder der Welt gefallen sind.;1;1;0;3
614;"@USER Die AFD war ja wohl extrem oft zu Gast. Diese Verschwörungstheorien kann doch keiner ernst nehmen, sorry. Immer dieses ""Die AFD ist das arme Opfer"" Dieses Geheule regt mich extrem auf";0;0;1;3
1583;Leider kann man keine Bilder posten, sonst würde ich euch das saubere Italien zeigen 😎;0;0;0;3
3080;Recht hat er!;0;1;0;3
1786;Brigitte Schrott sie sprechen mir aus der Seele, Hirntod ist nicht gleich tot. Es ist erwiesen dass bei der Organentnahme der Puls und Blutdruck steigt......auch schwitzen die Menschen stark was in einer normalen OP auf große Schmerzen hinweist. Darüber wird leider nicht berichtet !;1;0;1;3
762;Man kann zig leerstehende Bürohochhäuser u.ä. für Wohnungen nutzen.;0;1;0;3
2624;Haha das sind Grünen Wähler. Gute Nacht;0;0;0;3
2810;"@USER lesen Sie doch hier mal die Kommentare einfach durch - wo schreiben HIER pro AfD Leute ""Hass Kommentare"" und dann lesen Sie die Kommentare der Gegenseite -";0;0;0;3
1047;Inwiefern?;0;0;0;3
2428;@USER in Schweden wurden nicht mehr so viele Grüne gewählt. Das ist ein Zeichen.;0;0;1;3
1111;@MEDIUM Glauben Sie im Ernst was Sie da von sich geben ? Jeder mit ein bisschen Resthirn sieht was da vor sich geht. Allein schon die große Anzahl der Einladungen an die grünen Vaterlandsverräter spricht eine deutliche Sprache. ARD und ZDF: Betreutes Denken mit Zwangsgebühr.;1;0;0;3
2395;Die gute, alte CSU ist Deutschlands, ähm... Bayerns, letzte stabile Volkspartei. Weiter so! 😊😊😊;0;1;0;3
225;100% der AfD scheißt auf die Menschenrechte;1;0;0;3
2972;Diese Aussage sagt alles oder nichts! Und um Chemnitz ist ein Beweis, dass es nicht so einfach ist. Der Mann mit dem Hut und dass das Fernsehen gehindert wurde zu berichten. Die NSU-Blockaden sprechen auch eine andere Sprache.;0;1;1;3
2204;@USER so ein Blödsinn. Wo sind Beweise, dass die geschlossenen Grenzen zu mehr Todesfälle im Meer führen.;0;0;0;3
2438;Schlechte bezahlung für richtige Arbeit ?????? Wieviel verdienen eingentlich die Redakteure im Monat ????? Was?;0;0;0;3
597;"Also ich finde überhaupt nichts rassistisches daran, eine Person nach ihrer Herkunft zu fragen... Redet in Köln jemand schwäbisch, fragt man doch auch wo er herkommt!? Das ist nichts diskriminierendes, sondern zeugt einfach nur von Interesse an der Person. Wenn dann z.B. Nelson Müller oder Dennis Schröder sagen ""aus Deutschland"" ist doch alles in Ordnung!";0;0;0;3
868;"Deshalb schaue ich mir kaum noch solche Sendungen an. Die Bevölkerung denkt: ""Oh, sie haben begriffen, jetzt tut sich was."" Von wegen - nichts tut sich. Die Sendezeit wurde gefüllt, die Sendungsgestalter bekommen ihr Geld und können sich wichtig fühlen, und der Bürger wird nur hingehalten...";0;1;1;3
1968;@MEDIUM ich habe ein Leben kennen gelernt, in dem der Egoismus Vorrang hat. Menschen bedienen sich maßlos, nehmen mehr als sie brauchen und abgeben ist nicht gerade ihre Stärke. Gerade in diesem sensiblen Bereich finde ich keinen Moral-Kompass. Wenn jemand seine Organe spenden möchte, halte ich es für sehr ehrenwert. Dennoch streuben sich mir die Haare, wenn ich daran denke, dass ein Mensch der sich sein Leben lang damit beschäftigt, sich und seines gleichen zu bereichern, skrupellos sich über alles hinwegsetzen will und auch tut, die selbigen Chancen hat sein Leben auf kosten anderer fortzusetzen wie ein Menschen der immer nur für Andere da ist. Wie gesagt, ich traue dem Braten nicht und denke vielleicht auch an die unnützen Operationen, die vielleicht anfallen wenn genügend Organe zur Verfügung stehen. Was für mich auch nicht vereinbar ist, dass ist die Tatsache, dass mittlerweile fast 200 todkranke Menschen trotz Gerichts-Urteil auf ihr erlösendes Mittel warten. Wie gesagt, es reicht nicht aus ein mal in der Woche in die Kirche zu gehen, Nächstenliebe muss auch gelebt werden und da sind viele noch meilenweit entfernt.;0;1;1;3
468;Jutta Herbst Integrationswille pffff , was denkt ihr wer ihr seid;1;0;0;3
1331;Ein Herr Lanz der selbst so viel auf Achse ist wie er will mich belehren,...der denkt nur er kann lesen..wobei bei seinen Shows wiederholt er oft, zitiert immer wieder das selbige,...;1;0;1;3
630;@USER ach @USER🤦‍♂️;1;0;0;3
1461;@USER 22 Jahre alt und mehr auf dem Kasten als ALTE. Sie gestatten, dass ich mal laut und herzhaft lache. HA!;1;0;0;3
1248;@USER oder Windrädern.;0;0;0;3
1306;Es ist reine Utopie zu denken man könnte den Klimawandel aufhalten!Dazu braucht man einheitliche globale Standards zur gleichen Zeit! Dazu wird es nie kommen! Nichtmal die EU ist sich einig. Andere Kontinente noch viel weniger! Da nützt keine Ideologie!;0;1;1;3
874;Gibt's es in Berlin ein städtisches gefördertes Wohnbauunternehmen da Berlin ja links ist..;0;0;1;3
15;@USER seltsamerweise steigen die Temperaturen mit der sauberen Luft. Seit über 20 Jahren verbessert sich die Luftqualität, seither steigen gleichzeitig die durchschnittliche Mitteltemperatur.;0;0;1;3
3090;offene Grenzen für Islamisten. Falls sie Kinder haben, werden sich diese irgendwann bei ihnen bedanken!!;0;0;0;3
2401;Das AKK hat es gerade zugegeben das alles zensiert 🤬 wird. Und ich bin als Jungwähler auch auf die Ära Schröder reingefallen. Wenn die Preise jetzt noch steigen werden dann werden auch die Grünenflophis aufwachen. Aber es zeigt mir wie dumm und beeinflussbar die Deutschen sind.;1;1;1;3
2906;Sie werten schon wieder ab, ohne inhaltlich und sachlich diskutieren zu können. Das machen AfD-Anhänger*innen und -Mitglieder so. Genau das ist antidemokratisch bis ins Mark!;1;0;0;3
